"endTime","artistName","trackName","msPlayed"
"2022-06-26 22:50","Kevin Abstract","Big Wheels",1439
"2022-06-26 22:50","Bladee","Thee 9 Is Up",184026
"2022-06-26 22:50","Quin Nfn","Talkin' My Shit",12396
"2022-06-26 22:50","Benny The Butcher","Longevity (feat. French Montana & Jim Jones)",1044
"2022-06-26 22:53","Little Simz","Point and Kill",185600
"2022-06-26 22:56","JID","Bruuuh (with Denzel Curry) - Remix",206446
"2022-06-26 23:03","DaBaby","INTRO",3805
"2022-06-26 23:07","Playboi Carti","Choppa Won't Miss (feat. Young Thug)",217960
"2022-06-26 23:20","Westside Gunn","Celine Dion (feat. Heem, Chase Fetti & Flee Lord)",246116
"2022-06-26 23:24","Trippie Redd","1400 / 999 Freestyle",175954
"2022-06-26 23:27","Tyler, The Creator","Who Dat Boy (feat. A$AP Rocky)",789
"2022-06-26 23:27","Young Thug","Mannequin Challenge (feat. Juice WRLD)",28367
"2022-06-26 23:27","Sematary","Chainsaw Party",2901
"2022-06-26 23:29","Kanye West","Follow God",104591
"2022-06-26 23:31","Sematary","Willows",158768
"2022-06-26 23:34","Playboi Carti","Lookin",178776
"2022-06-26 23:34","Post Malone","Goodbyes (feat. Young Thug)",2154
"2022-06-26 23:38","Kanye West","Flashing Lights",237506
"2022-06-26 23:42","BROCKHAMPTON","BANKROLL (feat. A$AP Rocky & A$AP Ferg)",169289
"2022-06-27 00:07","Turnabout","Sickle",6805
"2022-06-27 00:07","Turnabout","My Reaper",7530
"2022-06-27 00:07","Trippie Redd","Miss The Rage (feat. Playboi Carti)",209728
"2022-06-27 00:07","Turnabout","Bolos",3434
"2022-06-27 00:07","Turnabout","Husqrider",5802
"2022-06-27 19:44","Foo Fighters","Best of You",1834
"2022-06-27 19:44","Hockey Dad","Seaweed",0
"2022-06-27 19:44","Duster","Heading for the Door",3413
"2022-06-27 19:49","Modest Mouse","The Ground Walks, with Time in a Box",14698
"2022-06-27 19:52","Future","PUFFIN ON ZOOTIEZ",154807
"2022-06-27 19:55","Trippie Redd","1400 / 999 Freestyle",175954
"2022-06-27 19:55","Travis Scott","Mamacita (feat. Rich Homie Quan & Young Thug)",22146
"2022-06-27 20:01","Travis Scott","90210 (feat. Kacy Hill)",339066
"2022-06-27 20:04","Kanye West","Life Of The Party (with André 3000)",171736
"2022-06-27 20:11","Kanye West","Saint Pablo",372113
"2022-06-27 22:04","Kanye West","Last Call",190076
"2022-06-27 22:30","JACKBOYS","OUT WEST (feat. Young Thug)",1024
"2022-06-27 22:30","Lil Uzi Vert","Leaders (feat. NAV)",789
"2022-06-27 22:30","Denzel Curry","Pyro (leak 2019)",1002
"2022-06-27 22:30","SAINt JHN","Roses",24917
"2022-06-27 22:30","Denzel Curry","MAD I GOT IT | MAD 1 GOT 1T",1002
"2022-06-27 22:33","Playboi Carti","Choppa Won't Miss (feat. Young Thug)",217960
"2022-06-27 22:34","Oliver Tree","Alien Boy",18240
"2022-06-27 22:34","Playboi Carti","M3tamorphosis (feat. Kid Cudi)",26020
"2022-06-27 22:34","Jack Harlow","Woyne’s Outro",3093
"2022-06-27 22:38","Ecco2k","Peroxide",214187
"2022-06-28 00:39","Flying Lotus","Black Balloons Reprise",144118
"2022-06-28 00:45","EARTHGANG","WATERBOYZ (with JID & J. Cole)",163434
"2022-06-28 02:38","Mac Miller","Complicated",4394
"2022-06-28 02:38","EARTHGANG","WATERBOYZ (with JID & J. Cole)",131050
"2022-06-28 02:38","BROCKHAMPTON","BEN CARSON",15424
"2022-06-28 02:51","Young Thug","STS (feat. Strick)",213141
"2022-06-28 02:54","Madvillain","Raid",150520
"2022-06-28 02:57","Migos","Need It",195680
"2022-06-28 02:59","Bladee","Be Nice 2 Me",127791
"2022-06-28 03:03","Powers Pleasant","Please Forgive (feat. Denzel Curry, IDK, Zombie Juice & ZillaKami)",192346
"2022-06-28 03:05","Benny The Butcher","18 Wheeler (feat. Pusha T)",161052
"2022-06-28 03:09","Tyler, The Creator","NEW MAGIC WAND",195320
"2022-06-28 03:11","Pusha T","The Games We Play",166120
"2022-06-28 03:20","Little Simz","Woman",0
"2022-06-28 03:23","Yeat","Turban",22466
"2022-06-28 03:23","Westside Gunn","Free Kutter (feat. Jay Electronica)",169887
"2022-06-28 15:18","Playboi Carti","New Choppa",3831
"2022-06-28 15:21","Weezer","Buddy Holly",159226
"2022-06-28 15:25","Fleetwood Mac","Go Your Own Way",218400
"2022-06-28 15:30","Phil Collins","In The Air Tonight - 2015 Remastered",336453
"2022-06-28 15:34","Foo Fighters","Learn to Fly",234800
"2022-06-28 15:39","Foo Fighters","Times Like These",267973
"2022-06-28 15:44","Pink Floyd","Wish You Were Here",334743
"2022-06-28 15:49","Weezer","Say It Ain't So",258826
"2022-06-28 15:51","Led Zeppelin","Good Times Bad Times - 1993 Remaster",166266
"2022-06-28 15:54","Sublime","Wrong Way",136146
"2022-06-28 15:54","The Killers","Mr. Brightside",14220
"2022-06-28 15:54","Led Zeppelin","Rock and Roll - Remaster",1369
"2022-06-28 15:57","Weezer","Island In The Sun",200306
"2022-06-28 15:57","The Killers","Somebody Told Me",4759
"2022-06-28 19:06","The Animals","House Of The Rising Sun",181487
"2022-06-28 19:06","Flatbush Zombies","Afterlife",1393
"2022-06-28 19:07","Bladee","Be Nice 2 Me",1044
"2022-06-28 19:07","Frank Ocean","Pink + White",2298
"2022-06-28 19:07","Tyler, The Creator","Foreword (feat. Rex Orange County)",882
"2022-06-28 19:07","Tyler, The Creator","WHAT'S GOOD",1462
"2022-06-28 19:10","Kendrick Lamar","N95",195950
"2022-06-28 19:11","Kendrick Lamar","Count Me Out",93079
"2022-06-28 19:12","Kendrick Lamar","Purple Hearts",7128
"2022-06-28 19:15","Young Thug","Hot (feat. Gunna)",193026
"2022-06-28 19:17","Pop Smoke","The Woo (feat. 50 Cent & Roddy Ricch)",928
"2022-06-28 19:17","Benny The Butcher","No Instructions",835
"2022-06-28 19:17","Frank Ocean","Thinkin Bout You",115786
"2022-06-28 19:17","BROCKHAMPTON","QUEER",2345
"2022-06-28 19:17","Jack Harlow","Detox",2739
"2022-06-28 19:17","Pop Smoke","Dior - Bonus",1044
"2022-06-28 19:17","Kanye West","Famous",1393
"2022-06-28 19:17","Ecco2k","Calcium",975
"2022-06-28 19:17","Westside Gunn","TV BOY",1091
"2022-06-28 19:17","Mac Miller","Thoughts from a Balcony",673
"2022-06-28 19:20","Kanye West","Famous",196040
"2022-06-28 19:24","Pop Smoke","The Woo (feat. 50 Cent & Roddy Ricch)",201600
"2022-06-28 19:29","EARTHGANG","WATERBOYZ (with JID & J. Cole)",303400
"2022-06-28 19:32","JPEGMAFIA","REBOUND!",224357
"2022-06-28 19:36","Lil Uzi Vert","Money Longer",198944
"2022-06-28 19:37","BROCKHAMPTON","GUMMY",62298
"2022-06-28 19:37","Sematary","Scarecraw",7174
"2022-06-28 19:40","Westside Gunn","Free Kutter (feat. Jay Electronica)",169887
"2022-06-28 19:44","Jack Harlow","Woyne’s Outro",234946
"2022-06-28 21:00","Little Simz","Introvert",50786
"2022-06-28 21:00","Led Zeppelin","Rock and Roll - Remaster",9877
"2022-06-28 21:03","Weezer","Buddy Holly",159226
"2022-06-28 21:05","Sublime","Smoke Two Joints",173426
"2022-06-28 21:11","The Killers","All These Things That I've Done",301866
"2022-06-28 21:14","Weezer","Memories",194306
"2022-06-28 21:18","Queen","Under Pressure - Remastered 2011",236520
"2022-06-28 21:23","Pink Floyd","Mother",305168
"2022-06-28 21:26","Arctic Monkeys","I Bet You Look Good On The Dancefloor",173680
"2022-06-28 21:29","Arctic Monkeys","R U Mine?",201726
"2022-06-28 21:34","The Animals","House Of The Rising Sun",271280
"2022-06-28 21:34","Phil Collins","In The Air Tonight - 2015 Remastered",27932
"2022-06-28 21:37","Sublime","What I Got",170906
"2022-06-28 21:40","Queen","Don't Stop Me Now - Remastered 2011",209413
"2022-06-28 21:41","The Killers","Mr. Brightside",24170
"2022-06-28 22:32","The Killers","Mr. Brightside",1625
"2022-06-28 22:32","Bladee","Side by Side",1625
"2022-06-28 22:35","BROCKHAMPTON","DON'T SHOOT UP THE PARTY",8087
"2022-06-28 22:35","Juice WRLD","Lean Wit Me",175755
"2022-06-28 22:37","Kevin Abstract","SLUGGER (feat. $NOT & slowthai)",126966
"2022-06-28 23:15","BROCKHAMPTON","WINDOWS (feat. SoGone SoFlexy)",266541
"2022-06-28 23:17","Badfinger","Baby Blue - Remastered 2010",140117
"2022-06-28 23:25","Badfinger","Baby Blue - Remastered 2010",4778
"2022-06-28 23:27","Playboi Carti","Beno!",153333
"2022-06-28 23:38","EARTHGANG","WATERBOYZ (with JID & J. Cole)",303400
"2022-06-28 23:39","Playboi Carti","Meh",1301
"2022-06-28 23:39","Playboi Carti","@ MEH",57658
"2022-06-28 23:39","Playboi Carti","Sky",8213
"2022-06-28 23:42","Playboi Carti","Teen X (feat. Future)",195178
"2022-06-28 23:45","Playboi Carti","On That Time",102421
"2022-06-29 00:03","Playboi Carti","Control",5259
"2022-06-29 00:03","Playboi Carti","Vamp Anthem",511
"2022-06-29 00:04","Playboi Carti","Beno!",2111
"2022-06-29 00:04","Playboi Carti","Teen X (feat. Future)",2666
"2022-06-29 00:04","Playboi Carti","Place",1173
"2022-06-29 00:04","Playboi Carti","Go2DaMoon (feat. Kanye West)",746
"2022-06-29 00:04","Playboi Carti","New N3on",1685
"2022-06-29 00:04","Playboi Carti","ILoveUIHateU",2069
"2022-06-29 00:06","Playboi Carti","Beno!",3861
"2022-06-29 00:06","Playboi Carti","M3tamorphosis (feat. Kid Cudi)",10779
"2022-06-29 00:06","Playboi Carti","Die4Guy",131248
"2022-06-29 00:06","Playboi Carti","New N3on",618
"2022-06-29 00:08","Playboi Carti","Not PLaying",130305
"2022-06-29 00:09","Playboi Carti","Teen X (feat. Future)",853
"2022-06-29 00:09","Playboi Carti","King Vamp",22836
"2022-06-29 00:10","Playboi Carti","New Tank",89741
"2022-06-29 00:12","Playboi Carti","On That Time",102421
"2022-06-29 00:15","Playboi Carti","Control",30610
"2022-06-29 00:15","Playboi Carti","Slay3r",164590
"2022-06-29 00:17","Playboi Carti","ILoveUIHateU",135122
"2022-06-29 00:18","Playboi Carti","Place",42212
"2022-06-29 02:33","Yeat","Turban",380
"2022-06-29 02:33","Pusha T","Let The Smokers Shine The Coupes",1000
"2022-06-29 02:36","Gunna","pushin P (feat. Young Thug)",136266
"2022-06-29 02:39","Mach-Hommy","The Stellar Ray Theory",194652
"2022-06-29 02:41","JPEGMAFIA","1539 N. Calvert",157258
"2022-06-29 04:00","Pi’erre Bourne","Poof",118381
"2022-06-29 04:01","Playboi Carti","Place",29034
"2022-06-29 16:00","Bladee","Side by Side",109568
"2022-06-29 16:00","Denzel Curry","SWITCH IT UP | ZWITCH 1T UP",9775
"2022-06-29 16:03","Denzel Curry","Troubles [Feat. T-Pain]",160000
"2022-06-29 16:07","Frank Ocean","Chanel",210285
"2022-06-29 16:09","Pusha T","The Games We Play",0
"2022-06-29 16:27","Pooh Shiesty","Back in Blood (feat. Lil Durk)",184489
"2022-06-29 16:29","JACKBOYS","OUT WEST (feat. Young Thug)",157712
"2022-06-29 16:30","Playboi Carti","M3tamorphosis (feat. Kid Cudi)",26575
"2022-06-29 16:30","Baka Not Nice","Live Up to My Name",1068
"2022-06-29 16:30","SAINt JHN","Roses",928
"2022-06-29 16:32","Yung Kayo","YEET (feat. Yeat)",157714
"2022-06-29 16:37","Benny The Butcher","Crowns for Kings (Feat. Black Thought)",268339
"2022-06-29 16:38","Aminé","BLACKJACK",50232
"2022-06-29 16:41","Frank Ocean","Pink + White",184516
"2022-06-29 16:44","Benny The Butcher","Longevity (feat. French Montana & Jim Jones)",189451
"2022-06-29 16:47","Future","VOODOO (feat. Kodak Black)",211133
"2022-06-29 16:50","Westside Gunn","Bash money (feat. Lil Wayne)",147121
"2022-06-29 16:53","Vince Staples","SUNDOWN TOWN",150877
"2022-06-29 16:56","Young Thug","Climax (feat. 6lack)",1300
"2022-06-29 16:56","Travis Scott","CAROUSEL",4682
"2022-06-29 16:56","Young Thug","The London (feat. J. Cole & Travis Scott)",2530
"2022-06-29 16:56","Flatbush Zombies","New World Order",835
"2022-06-29 16:56","BROCKHAMPTON","RENTAL",213658
"2022-06-29 16:57","Playboi Carti","Slay3r",44837
"2022-06-29 16:57","Vince Staples","ARE YOU WITH THAT?",0
"2022-06-29 22:34","The Killers","Carry Me Home",8810
"2022-06-29 22:37","The J. Geils Band","Centerfold",9839
"2022-06-29 22:37","Sublime","Caress Me Down",2414
"2022-06-29 22:37","Pink Floyd","Hey You",278
"2022-06-29 22:37","Phil Collins","Strangers Like Me - From ""Tarzan""/Soundtrack Version",441
"2022-06-29 22:37","Fleetwood Mac","Go Your Own Way",218400
"2022-06-29 22:37","Queen","Don't Stop Me Now - Remastered 2011",928
"2022-06-29 22:37","Foo Fighters","Everlong",1091
"2022-06-29 22:38","Pink Floyd","Another Brick in the Wall, Pt. 2",0
"2022-06-29 22:40","Arctic Monkeys","Why'd You Only Call Me When You're High?",161123
"2022-06-29 22:43","Sublime","Santeria",182746
"2022-06-29 22:47","Arctic Monkeys","Only Ones Who Know",6826
"2022-06-29 22:47","Weezer","Say It Ain't So",209830
"2022-06-29 22:51","Foo Fighters","All My Life",0
"2022-06-29 22:51","The Animals","House Of The Rising Sun",271280
"2022-06-29 23:07","SOB X RBE","Paramedic!",952
"2022-06-29 23:07","T.I.","Ring (feat. Young Thug)",1160
"2022-06-29 23:07","City Morgue","THRESH",975
"2022-06-29 23:07","Young Thug","Audemar (feat. Tracy T)",1532
"2022-06-29 23:07","DaBaby","INTRO",1718
"2022-06-29 23:07","Playboi Carti","Middle Of The Summer (feat. Red Coldhearted)",882
"2022-06-29 23:07","Young Thug","Scoliosis (feat. Gunna & Duke)",2554
"2022-06-29 23:07","Lynyrd Skynyrd","Free Bird",935601
"2022-06-29 23:11","Pusha T","Neck & Wrist (feat. JAY-Z & Pharrell Williams)",2252
"2022-06-29 23:11","Kanye West","Ghost Town",216340
"2022-06-29 23:11","EARTHGANG","WATERBOYZ (with JID & J. Cole)",12492
"2022-06-29 23:12","JPEGMAFIA","HAZARD DUTY PAY!",51641
"2022-06-29 23:12","Yeat","Poppin",2391
"2022-06-29 23:12","Westside Gunn","Free Kutter (feat. Jay Electronica)",20897
"2022-06-29 23:12","Kanye West","Life Of The Party (with André 3000)",3715
"2022-06-29 23:33","BROCKHAMPTON","OLD NEWS (feat. Baird)",193560
"2022-06-29 23:34","Travis Scott","Maria I'm Drunk (feat. Justin Bieber & Young Thug)",1087
"2022-06-29 23:34","KIDS SEE GHOSTS","Fire",725
"2022-06-29 23:34","Charlie Heat","ALOHA",35341
"2022-06-29 23:34","Playboi Carti","Place",5162
"2022-06-29 23:34","Young Thug","Relationship (feat. Future)",1365
"2022-06-29 23:34","Migos","What the Price",1983
"2022-06-29 23:34","Kodak Black","Transportin'",1322
"2022-06-29 23:38","BROCKHAMPTON","SWAMP",251963
"2022-06-29 23:44","Kanye West","Off The Grid",331301
"2022-06-30 15:11","BROCKHAMPTON","GINGER",1578
"2022-06-30 15:13","Playboi Carti","Shoota (feat. Lil Uzi Vert)",153800
"2022-06-30 15:14","Kanye West","Real Friends",11927
"2022-06-30 15:14","100 gecs","stupid horse (Remix) [feat. GFOTY & Count Baldor]",2972
"2022-06-30 15:17","Freddie Gibbs","High (feat. Danny Brown)",177640
"2022-06-30 15:20","Tyler, The Creator","I THINK",212013
"2022-06-30 16:08","Frank Ocean","Godspeed",11540
"2022-06-30 16:08","Migos","Call Casting",114912
"2022-06-30 16:12","BROCKHAMPTON","BUMP",2786
"2022-06-30 16:12","Benny The Butcher","One Way Flight (feat. Freddie Gibbs)",198998
"2022-06-30 16:12","Earl Sweatshirt","Shattered Dreams",24852
"2022-06-30 16:15","Playboi Carti","Beno!",153333
"2022-06-30 16:18","Frank Ocean","Pink + White",184516
"2022-06-30 16:21","Playboi Carti","dothatshit!",184964
"2022-06-30 16:24","Juice WRLD","Used To",176443
"2022-06-30 16:28","Denzel Curry","VENGEANCE | VENGEANCE [FEAT. JPEGMAFIA & ZILLAKAMI | JPEGMAF1A + Z1LLAKAM1]",240213
"2022-06-30 16:29","Vince Staples","TAKE ME HOME",0
"2022-06-30 16:29","Quin Nfn","Talkin' My Shit",42485
"2022-06-30 16:32","Kanye West","Yikes",188773
"2022-06-30 16:35","Tyler, The Creator","PUPPET",179013
"2022-06-30 16:38","Pop Smoke","For The Night (feat. Lil Baby & DaBaby)",190476
"2022-06-30 16:42","BROCKHAMPTON","TOKYO",192126
"2022-06-30 16:44","Kanye West","Heaven and Hell",145301
"2022-06-30 16:49","Travis Scott","SICKO MODE",312820
"2022-06-30 16:51","Denzel Curry","CLOUT COBAIN | CLOUT CO13A1N",120292
"2022-06-30 16:55","A$AP Mob","Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",230920
"2022-06-30 17:17","Don Toliver","HAD ENOUGH (feat. Quavo & Offset)",1114
"2022-06-30 17:17","Don Toliver","HAD ENOUGH (feat. Quavo & Offset)",1416
"2022-06-30 17:17","Yeat","Lying 4 fun",105687
"2022-06-30 17:17","Yeat","Lying 4 fun",2832
"2022-06-30 17:20","Kendrick Lamar","N95",195950
"2022-06-30 17:21","Pusha T","The Games We Play",4645
"2022-06-30 17:21","Aminé","REEL IT IN",975
"2022-06-30 17:26","BROCKHAMPTON","WINDOWS (feat. SoGone SoFlexy)",273995
"2022-06-30 17:28","Gunna","Oh Okay (feat. Young Thug & Lil Baby)",134559
"2022-06-30 17:31","Dot Da Genius","Talk About Me (feat. Kid Cudi, Denzel Curry & JID)",185454
"2022-06-30 17:34","BROCKHAMPTON","SISTER/NATION",1068
"2022-06-30 17:34","Don Toliver","HAD ENOUGH (feat. Quavo & Offset)",1439
"2022-06-30 17:34","Mac Miller","Good News",1787
"2022-06-30 17:34","Travis Scott","outside",1021
"2022-06-30 17:34","Gunna","WUNNA",1741
"2022-06-30 17:34","Young Thug","Wyclef Jean",1927
"2022-06-30 17:34","BROCKHAMPTON","TEETH",8262
"2022-06-30 17:34","Young Thug","Sin (feat. Jaden Smith)",1068
"2022-06-30 17:34","Travis Scott","WHO? WHAT!",1462
"2022-06-30 17:34","The Alchemist","E. Coli (feat. Earl Sweatshirt)",1230
"2022-06-30 17:34","Little Simz","I Love You, I Hate You",1927
"2022-06-30 17:34","Kendrick Lamar","Father Time (feat. Sampha)",1253
"2022-06-30 17:34","Tay-K","I <3 My Choppa",696
"2022-06-30 17:34","Denzel Curry","Troubles [Feat. T-Pain]",160000
"2022-06-30 18:04","Bladee","Trendy",163413
"2022-06-30 18:07","Playboi Carti","New Choppa",126043
"2022-06-30 18:10","Freddie Gibbs","Something to Rap About (feat. Tyler, The Creator)",236171
"2022-06-30 18:14","BROCKHAMPTON","THE LIGHT",222786
"2022-06-30 18:17","Kendrick Lamar","N95",195950
"2022-06-30 18:18","Pop Smoke","For The Night (feat. Lil Baby & DaBaby)",41364
"2022-06-30 18:21","Young Thug","STS (feat. Strick)",4922
"2022-06-30 18:21","Kevin Abstract","Baby Boy",151045
"2022-06-30 18:25","BROCKHAMPTON","WHAT'S THE OCCASION?",225026
"2022-06-30 18:25","JACKBOYS","WHAT TO DO? (feat. Don Toliver)",0
"2022-06-30 18:25","Westside Gunn","The Fly who couldn't Fly straight (feat. Tyler, The Creator)",4350
"2022-06-30 18:31","Kendrick Lamar","Bitch, Don’t Kill My Vibe",310720
"2022-06-30 18:32","City Morgue","THE ELECTRIC EXPERIENCE",110757
"2022-06-30 18:33","Post Malone","Congratulations",1184
"2022-06-30 18:33","Young Thug","Scoliosis (feat. Gunna & Duke)",21975
"2022-06-30 18:33","Flatbush Zombies","HELL-O",1021
"2022-06-30 18:35","Don Toliver","No Idea",154424
"2022-06-30 18:39","Denzel Curry","Zatoichi [Feat. slowthai]",210430
"2022-06-30 18:42","Young Thug","Best Friend",213000
"2022-06-30 18:43","Childish Gambino","Redbone",1160
"2022-06-30 18:43","Travis Scott","CAROUSEL",15146
"2022-06-30 18:43","BROCKHAMPTON","CHAIN ON (feat. JPEGMAFIA)",0
"2022-06-30 18:46","slowthai","BB (BODYBAG)",192412
"2022-06-30 18:47","Playboi Carti","@ MEH",38567
"2022-06-30 18:47","Aminé","REEL IT IN",1764
"2022-06-30 18:51","Juice WRLD","Wasted (feat. Lil Uzi Vert)",258475
"2022-06-30 22:16","Travis Scott","90210 (feat. Kacy Hill)",296167
"2022-06-30 23:06","Yeat","Turban",1416
"2022-06-30 23:06","Buckshot","Over The Hills",2554
"2022-06-30 23:06","SALEM","King Night",111594
"2022-06-30 23:06","Yeat","Poppin",6780
"2022-06-30 23:06","Buckshot","In The Morning",1184
"2022-06-30 23:10","Buckshot","Hallow'd Ground",230566
"2022-06-30 23:13","Buckshot","In The Morning",190840
"2022-06-30 23:25","Kanye West","Flashing Lights",237506
"2022-06-30 23:32","Charlie Heat","ALOHA",52372
"2022-06-30 23:35","Denzel Curry","X-Wing",176000
"2022-06-30 23:36","Young Stoner Life","Take It To Trial (feat. Yak Gotti)",19489
"2022-06-30 23:38","Gunna","pushin P (feat. Young Thug)",136266
"2022-06-30 23:41","Gunna","pushin P (feat. Young Thug)",136266
"2022-07-01 15:41","GoldLink","U Say (feat. Tyler, The Creator & Jay Prince)",1280
"2022-07-01 15:41","Gunna","pushin P (feat. Young Thug)",5077
"2022-07-02 00:08","Kid Cudi","Day 'N' Nite (nightmare)",5098
"2022-07-02 00:09","The Killers","When You Were Young",3007
"2022-07-02 00:37","The Killers","Somebody Told Me",6869
"2022-07-02 00:38","Bladee","Mallwhore Freeestyle",61236
"2022-07-02 00:38","Bladee","Mallwhore Freeestyle",15893
"2022-07-02 00:39","Big Bum","mallwhore (ytmp3 speed mix)",12608
"2022-07-02 00:42","Bladee","Waster",121690
"2022-07-02 00:43","Bladee","Anything",57095
"2022-07-02 01:08","Kendrick Lamar","Silent Hill",14549
"2022-07-02 01:08","James O'connor","Reverie",47360
"2022-07-02 01:13","Rex Orange County","Pluto Projector",267520
"2022-07-02 01:14","Rex Orange County","Never Had The Balls",41206
"2022-07-02 13:12","Rex Orange County","Never Had The Balls",52778
"2022-07-02 13:20","Kendrick Lamar","Savior",224466
"2022-07-02 13:22","Travis Scott","HIGHEST IN THE ROOM",175720
"2022-07-02 13:25","JPEGMAFIA","Baby I'm Bleeding",152245
"2022-07-02 13:27","Travis Scott","STARGAZING",90824
"2022-07-02 21:46","Yeat","Rich Minion",165517
"2022-07-02 21:48","Yeat","Poppin",167186
"2022-07-02 21:51","Gunna","pushin P (feat. Young Thug)",136266
"2022-07-02 21:53","BabyTron","Crocs & Wock'",129755
"2022-07-02 21:53","Playboi Carti","On That Time",235
"2022-07-02 21:55","BabyTron","Crocs & Wock'",129755
"2022-07-02 22:00","Playboi Carti","On That Time",102421
"2022-07-02 22:17","Hackle","Peterbilt",91559
"2022-07-02 22:18","Hackle","Dumbo",53973
"2022-07-03 14:19","Flatbush Zombies","Monica (feat. Tech N9ne)",5025
"2022-07-03 14:19","Kanye West","Through The Wire",221226
"2022-07-03 14:23","Kanye West","Flashing Lights",209642
"2022-07-03 14:26","Kanye West","Through The Wire",221226
"2022-07-03 14:29","Oliver Tree","Hurt",145147
"2022-07-03 14:33","Kanye West","Wouldn't Leave",17238
"2022-07-03 14:33","Benny The Butcher","Johnny P's Caddy",225000
"2022-07-03 14:36","Kendrick Lamar","Count Me Out",789
"2022-07-03 14:36","Kanye West","Through The Wire",154773
"2022-07-03 14:38","Trippie Redd","1400 / 999 Freestyle",175954
"2022-07-03 14:43","BROCKHAMPTON","LOVE ME FOR LIFE",38820
"2022-07-03 14:46","Denzel Curry","Troubles [Feat. T-Pain]",160000
"2022-07-03 15:17","Tyler, The Creator","IGOR'S THEME",13814
"2022-07-03 15:20","Bladee","Thee 9 Is Up",184026
"2022-07-03 15:23","Kendrick Lamar","ELEMENT.",146908
"2022-07-03 15:26","Kanye West","Gold Digger",207626
"2022-07-03 15:37","Juice WRLD","Lucid Dreams",70742
"2022-07-03 23:42","100 gecs","hand crushed by a mallet (Remix) [feat. Fall Out Boy, Craig Owens, Nicole Dollanganger]",4693
"2022-07-03 23:44","Tay-K","Lemonade",132000
"2022-07-03 23:47","Playboi Carti","Choppa Won't Miss (feat. Young Thug)",175958
"2022-07-04 00:07","Lil Tjay","Brothers (feat. Lil Durk) - Remix",512
"2022-07-04 00:07","Tay-K","M.... She Wrote",78421
"2022-07-04 00:10","Frank Ocean","Lens",208447
"2022-07-04 00:12","Kendrick Lamar","Savior",72576
"2022-07-04 00:32","BROCKHAMPTON","WHAT'S THE OCCASION?",44565
"2022-07-04 00:36","BROCKHAMPTON","WHAT'S THE OCCASION?",225026
"2022-07-04 00:37","Tyler, The Creator","A BOY IS A GUN*",0
"2022-07-04 00:38","Kanye West","Wash Us In The Blood",23296
"2022-07-04 00:40","Buckshot","Over The Hills",145728
"2022-07-04 00:43","slowthai","T N Biscuits",166153
"2022-07-04 00:46","Freddie Gibbs","Flat Tummy Tea",154573
"2022-07-04 01:15","Kanye West","FML",236120
"2022-07-04 01:16","Kevin Abstract","SLUGGER (feat. $NOT & slowthai)",0
"2022-07-04 01:16","Tyler, The Creator","BEST INTEREST",64415
"2022-07-04 01:19","Kanye West","Moon",156091
"2022-07-04 01:21","Tay-K","The Race",140000
"2022-07-04 06:31","Pusha T","If You Know You Know",6229
"2022-07-04 06:31","BROCKHAMPTON","1998 TRUMAN",202898
"2022-07-04 06:31","BROCKHAMPTON","SAN MARCOS",832
"2022-07-04 06:31","slowthai","BB (BODYBAG)",1109
"2022-07-04 06:32","Kanye West","Good Morning",725
"2022-07-04 06:32","Playboi Carti","Location",384
"2022-07-04 06:32","Playboi Carti","Location",575
"2022-07-04 06:32","Playboi Carti","Location",31445
"2022-07-04 06:32","BROCKHAMPTON","SAN MARCOS",2538
"2022-07-04 06:35","Kanye West","Good Morning",195093
"2022-07-04 06:35","BROCKHAMPTON","TEAM",3925
"2022-07-04 06:35","Lil Yachty","T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",7713
"2022-07-04 06:35","Earl Sweatshirt","Ontheway! (feat. Standing On The Corner)",1194
"2022-07-04 06:39","Future","I'M ON ONE (feat. Drake)",236186
"2022-07-04 07:15","Little Simz","I Love You, I Hate You",70833
"2022-07-04 07:19","Future","I'M ON ONE (feat. Drake)",236186
"2022-07-04 13:50","Little Simz","I Love You, I Hate You",68678
"2022-07-04 13:52","Sematary","Murder Ride",746
"2022-07-04 13:52","Sematary","Necromanser",3669
"2022-07-04 13:52","Buckshot","Long Walk Home",104362
"2022-07-04 15:19","Sematary","Skincarver",88832
"2022-07-04 15:22","Lil Uzi Vert","Money Longer",198944
"2022-07-04 15:23","Lil Uzi Vert","Futsal Shuffle 2020",1021
"2022-07-04 15:23","City Morgue","THRESH",1393
"2022-07-04 15:23","Gunna","WUNNA",835
"2022-07-04 15:23","Pi’erre Bourne","Couch",325
"2022-07-04 15:23","BROCKHAMPTON","DEARLY DEPARTED",1207
"2022-07-04 15:23","Young Thug","Kanye West (feat. Wyclef Jean)",31989
"2022-07-04 15:25","Denzel Curry","RICKY",147866
"2022-07-04 15:29","City Morgue","DRAINO (feat. Denzel Curry)",202613
"2022-07-04 15:31","Jay Critch","Fashion (feat. Rich The Kid)",0
"2022-07-04 15:31","Jack Harlow","SUNDOWN",0
"2022-07-04 15:31","SAINt JHN","N***a Sh*t (Swoosh)",1277
"2022-07-04 15:31","Buckshot","Barn Owls",4713
"2022-07-04 15:31","Roddy Ricch","The Box",232
"2022-07-04 15:31","Ecco2k","Time",835
